prefecture_name,subprefecture_name,district_name,municipality_name,ward_name,municipality_code
茨城県,NA,NA,潮来市,NA,08223
茨城県,NA,NA,守谷市,NA,08224
茨城県,NA,NA,常陸大宮市,NA,08225
茨城県,NA,NA,那珂市,NA,08226
茨城県,NA,NA,筑西市,NA,08227
茨城県,NA,NA,坂東市,NA,08228
茨城県,NA,NA,稲敷市,NA,08229
茨城県,NA,NA,かすみがうら市,NA,08230
茨城県,NA,NA,桜川市,NA,08231
茨城県,NA,NA,神栖市,NA,08232
茨城県,NA,NA,行方市,NA,08233
茨城県,NA,NA,鉾田市,NA,08234
茨城県,NA,NA,つくばみらい市,NA,08235
茨城県,NA,NA,小美玉市,NA,08236
茨城県,NA,東茨城郡,茨城町,NA,08302
茨城県,NA,東茨城郡,大洗町,NA,08309
茨城県,NA,東茨城郡,城里町,NA,08310
茨城県,NA,那珂郡,東海村,NA,08341
茨城県,NA,久慈郡,大子町,NA,08364
茨城県,NA,稲敷郡,美浦村,NA,08442
茨城県,NA,稲敷郡,阿見町,NA,08443
茨城県,NA,稲敷郡,河内町,NA,08447
茨城県,NA,結城郡,八千代町,NA,08521
茨城県,NA,猿島郡,五霞町,NA,08542
茨城県,NA,猿島郡,境町,NA,08546
茨城県,NA,北相馬郡,利根町,NA,08564
栃木県,NA,NA,宇都宮市,NA,09201
栃木県,NA,NA,足利市,NA,09202
栃木県,NA,NA,栃木市,NA,09203
栃木県,NA,NA,佐野市,NA,09204
栃木県,NA,NA,鹿沼市,NA,09205
栃木県,NA,NA,日光市,NA,09206
栃木県,NA,NA,小山市,NA,09208
栃木県,NA,NA,真岡市,NA,09209
栃木県,NA,NA,大田原市,NA,09210
栃木県,NA,NA,矢板市,NA,09211
栃木県,NA,NA,那須塩原市,NA,09213
栃木県,NA,NA,さくら市,NA,09214
栃木県,NA,NA,那須烏山市,NA,09215
栃木県,NA,NA,下野市,NA,09216
栃木県,NA,河内郡,上三川町,NA,09301
栃木県,NA,芳賀郡,益子町,NA,09342
栃木県,NA,芳賀郡,茂木町,NA,09343
栃木県,NA,芳賀郡,市貝町,NA,09344
栃木県,NA,芳賀郡,芳賀町,NA,09345
栃木県,NA,下都賀郡,壬生町,NA,09361
栃木県,NA,下都賀郡,野木町,NA,09364
栃木県,NA,塩谷郡,塩谷町,NA,09384
栃木県,NA,塩谷郡,高根沢町,NA,09386
栃木県,NA,那須郡,那須町,NA,09407
栃木県,NA,那須郡,那珂川町,NA,09411
群馬県,NA,NA,前橋市,NA,10201
群馬県,NA,NA,高崎市,NA,10202
群馬県,NA,NA,桐生市,NA,10203
群馬県,NA,NA,伊勢崎市,NA,10204
群馬県,NA,NA,太田市,NA,10205
群馬県,NA,NA,沼田市,NA,10206
群馬県,NA,NA,館林市,NA,10207
群馬県,NA,NA,渋川市,NA,10208
群馬県,NA,NA,藤岡市,NA,10209
群馬県,NA,NA,富岡市,NA,10210
群馬県,NA,NA,安中市,NA,10211
群馬県,NA,NA,みどり市,NA,10212
群馬県,NA,北群馬郡,榛東村,NA,10344
群馬県,NA,北群馬郡,吉岡町,NA,10345
群馬県,NA,多野郡,上野村,NA,10366
群馬県,NA,多野郡,神流町,NA,10367
群馬県,NA,甘楽郡,下仁田町,NA,10382
群馬県,NA,甘楽郡,南牧村,NA,10383
群馬県,NA,甘楽郡,甘楽町,NA,10384
群馬県,NA,吾妻郡,中之条町,NA,10421
群馬県,NA,吾妻郡,長野原町,NA,10424
群馬県,NA,吾妻郡,嬬恋村,NA,10425
群馬県,NA,吾妻郡,草津町,NA,10426
群馬県,NA,吾妻郡,高山村,NA,10428
群馬県,NA,吾妻郡,東吾妻町,NA,10429
群馬県,NA,利根郡,片品村,NA,10443
群馬県,NA,利根郡,川場村,NA,10444
群馬県,NA,利根郡,昭和村,NA,10448
群馬県,NA,利根郡,みなかみ町,NA,10449
群馬県,NA,佐波郡,玉村町,NA,10464
群馬県,NA,邑楽郡,板倉町,NA,10521
群馬県,NA,邑楽郡,明和町,NA,10522
群馬県,NA,邑楽郡,千代田町,NA,10523
群馬県,NA,邑楽郡,大泉町,NA,10524
群馬県,NA,邑楽郡,邑楽町,NA,10525
埼玉県,NA,NA,さいたま市,西区,11101
埼玉県,NA,NA,さいたま市,北区,11102
埼玉県,NA,NA,さいたま市,大宮区,11103
埼玉県,NA,NA,さいたま市,見沼区,11104
埼玉県,NA,NA,さいたま市,中央区,11105
埼玉県,NA,NA,さいたま市,桜区,11106
埼玉県,NA,NA,さいたま市,浦和区,11107
埼玉県,NA,NA,さいたま市,南区,11108
埼玉県,NA,NA,さいたま市,緑区,11109
埼玉県,NA,NA,さいたま市,岩槻区,11110
埼玉県,NA,NA,川越市,NA,11201
埼玉県,NA,NA,熊谷市,NA,11202
埼玉県,NA,NA,川口市,NA,11203
埼玉県,NA,NA,行田市,NA,11206
埼玉県,NA,NA,秩父市,NA,11207
埼玉県,NA,NA,所沢市,NA,11208
埼玉県,NA,NA,飯能市,NA,11209
埼玉県,NA,NA,加須市,NA,11210
埼玉県,NA,NA,本庄市,NA,11211
埼玉県,NA,NA,東松山市,NA,11212
埼玉県,NA,NA,春日部市,NA,11214
埼玉県,NA,NA,狭山市,NA,11215
埼玉県,NA,NA,羽生市,NA,11216
埼玉県,NA,NA,鴻巣市,NA,11217
埼玉県,NA,NA,深谷市,NA,11218
埼玉県,NA,NA,上尾市,NA,11219
埼玉県,NA,NA,草加市,NA,11221
埼玉県,NA,NA,越谷市,NA,11222
埼玉県,NA,NA,蕨市,NA,11223
埼玉県,NA,NA,戸田市,NA,11224
埼玉県,NA,NA,入間市,NA,11225
埼玉県,NA,NA,朝霞市,NA,11227
埼玉県,NA,NA,志木市,NA,11228
埼玉県,NA,NA,和光市,NA,11229
埼玉県,NA,NA,新座市,NA,11230
埼玉県,NA,NA,桶川市,NA,11231
埼玉県,NA,NA,久喜市,NA,11232
埼玉県,NA,NA,北本市,NA,11233
埼玉県,NA,NA,八潮市,NA,11234
埼玉県,NA,NA,富士見市,NA,11235
埼玉県,NA,NA,三郷市,NA,11237
埼玉県,NA,NA,蓮田市,NA,11238
埼玉県,NA,NA,坂戸市,NA,11239
埼玉県,NA,NA,幸手市,NA,11240
埼玉県,NA,NA,鶴ヶ島市,NA,11241
埼玉県,NA,NA,日高市,NA,11242
埼玉県,NA,NA,吉川市,NA,11243
埼玉県,NA,NA,ふじみ野市,NA,11245
埼玉県,NA,NA,白岡市,NA,11246
埼玉県,NA,北足立郡,伊奈町,NA,11301
埼玉県,NA,入間郡,三芳町,NA,11324
埼玉県,NA,入間郡,毛呂山町,NA,11326
埼玉県,NA,入間郡,越生町,NA,11327
埼玉県,NA,比企郡,滑川町,NA,11341
埼玉県,NA,比企郡,嵐山町,NA,11342
埼玉県,NA,比企郡,小川町,NA,11343
埼玉県,NA,比企郡,川島町,NA,11346
埼玉県,NA,比企郡,吉見町,NA,11347
埼玉県,NA,比企郡,鳩山町,NA,11348
埼玉県,NA,比企郡,ときがわ町,NA,11349
埼玉県,NA,秩父郡,横瀬町,NA,11361
埼玉県,NA,秩父郡,皆野町,NA,11362
埼玉県,NA,秩父郡,長瀞町,NA,11363
埼玉県,NA,秩父郡,小鹿野町,NA,11365
埼玉県,NA,秩父郡,東秩父村,NA,11369
埼玉県,NA,児玉郡,美里町,NA,11381
埼玉県,NA,児玉郡,神川町,NA,11383
埼玉県,NA,児玉郡,上里町,NA,11385
埼玉県,NA,大里郡,寄居町,NA,11408
埼玉県,NA,南埼玉郡,宮代町,NA,11442
埼玉県,NA,北葛飾郡,杉戸町,NA,11464
埼玉県,NA,北葛飾郡,松伏町,NA,11465
千葉県,NA,NA,所属未定地,NA,12000
千葉県,NA,NA,千葉市,中央区,12101
千葉県,NA,NA,千葉市,花見川区,12102
千葉県,NA,NA,千葉市,稲毛区,12103
千葉県,NA,NA,千葉市,若葉区,12104
千葉県,NA,NA,千葉市,緑区,12105
千葉県,NA,NA,千葉市,美浜区,12106
千葉県,NA,NA,銚子市,NA,12202
千葉県,NA,NA,市川市,NA,12203
千葉県,NA,NA,船橋市,NA,12204
千葉県,NA,NA,館山市,NA,12205
千葉県,NA,NA,木更津市,NA,12206
千葉県,NA,NA,松戸市,NA,12207
千葉県,NA,NA,野田市,NA,12208
千葉県,NA,NA,茂原市,NA,12210
千葉県,NA,NA,成田市,NA,12211
千葉県,NA,NA,佐倉市,NA,12212
千葉県,NA,NA,東金市,NA,12213
千葉県,NA,NA,旭市,NA,12215
千葉県,NA,NA,習志野市,NA,12216
千葉県,NA,NA,柏市,NA,12217
千葉県,NA,NA,勝浦市,NA,12218
千葉県,NA,NA,市原市,NA,12219
千葉県,NA,NA,流山市,NA,12220
千葉県,NA,NA,八千代市,NA,12221
千葉県,NA,NA,我孫子市,NA,12222
千葉県,NA,NA,鴨川市,NA,12223
千葉県,NA,NA,鎌ケ谷市,NA,12224
千葉県,NA,NA,君津市,NA,12225
千葉県,NA,NA,富津市,NA,12226
千葉県,NA,NA,浦安市,NA,12227
千葉県,NA,NA,四街道市,NA,12228
千葉県,NA,NA,袖ケ浦市,NA,12229
千葉県,NA,NA,八街市,NA,12230
千葉県,NA,NA,印西市,NA,12231
千葉県,NA,NA,白井市,NA,12232
千葉県,NA,NA,富里市,NA,12233
千葉県,NA,NA,南房総市,NA,12234
千葉県,NA,NA,匝瑳市,NA,12235
千葉県,NA,NA,香取市,NA,12236
千葉県,NA,NA,山武市,NA,12237
千葉県,NA,NA,いすみ市,NA,12238
千葉県,NA,NA,大網白里市,NA,12239
千葉県,NA,印旛郡,酒々井町,NA,12322
千葉県,NA,印旛郡,栄町,NA,12329
千葉県,NA,香取郡,神崎町,NA,12342
千葉県,NA,香取郡,多古町,NA,12347
千葉県,NA,香取郡,東庄町,NA,12349
千葉県,NA,山武郡,九十九里町,NA,12403
千葉県,NA,山武郡,芝山町,NA,12409
千葉県,NA,山武郡,横芝光町,NA,12410
千葉県,NA,長生郡,一宮町,NA,12421
千葉県,NA,長生郡,睦沢町,NA,12422
千葉県,NA,長生郡,長生村,NA,12423
千葉県,NA,長生郡,白子町,NA,12424
千葉県,NA,長生郡,長柄町,NA,12426
千葉県,NA,長生郡,長南町,NA,12427
千葉県,NA,夷隅郡,大多喜町,NA,12441
千葉県,NA,夷隅郡,御宿町,NA,12443
千葉県,NA,安房郡,鋸南町,NA,12463
東京都,NA,NA,所属未定地,NA,13000
東京都,NA,NA,千代田区,NA,13101
東京都,NA,NA,中央区,NA,13102
東京都,NA,NA,港区,NA,13103
東京都,NA,NA,新宿区,NA,13104
東京都,NA,NA,文京区,NA,13105
東京都,NA,NA,台東区,NA,13106
東京都,NA,NA,墨田区,NA,13107
東京都,NA,NA,江東区,NA,13108
東京都,NA,NA,品川区,NA,13109
東京都,NA,NA,目黒区,NA,13110
東京都,NA,NA,大田区,NA,13111
東京都,NA,NA,世田谷区,NA,13112
東京都,NA,NA,渋谷区,NA,13113
東京都,NA,NA,中野区,NA,13114
東京都,NA,NA,杉並区,NA,13115
東京都,NA,NA,豊島区,NA,13116
東京都,NA,NA,北区,NA,13117
東京都,NA,NA,荒川区,NA,13118
東京都,NA,NA,板橋区,NA,13119
東京都,NA,NA,練馬区,NA,13120
東京都,NA,NA,足立区,NA,13121
東京都,NA,NA,葛飾区,NA,13122
東京都,NA,NA,江戸川区,NA,13123
東京都,NA,NA,八王子市,NA,13201
東京都,NA,NA,立川市,NA,13202
東京都,NA,NA,武蔵野市,NA,13203
東京都,NA,NA,三鷹市,NA,13204
東京都,NA,NA,青梅市,NA,13205
東京都,NA,NA,府中市,NA,13206
東京都,NA,NA,昭島市,NA,13207
東京都,NA,NA,調布市,NA,13208
東京都,NA,NA,町田市,NA,13209
東京都,NA,NA,小金井市,NA,13210
東京都,NA,NA,小平市,NA,13211
東京都,NA,NA,日野市,NA,13212
東京都,NA,NA,東村山市,NA,13213
東京都,NA,NA,国分寺市,NA,13214
東京都,NA,NA,国立市,NA,13215
東京都,NA,NA,福生市,NA,13218
東京都,NA,NA,狛江市,NA,13219
東京都,NA,NA,東大和市,NA,13220
東京都,NA,NA,清瀬市,NA,13221
東京都,NA,NA,東久留米市,NA,13222
東京都,NA,NA,武蔵村山市,NA,13223
東京都,NA,NA,多摩市,NA,13224
東京都,NA,NA,稲城市,NA,13225
東京都,NA,NA,羽村市,NA,13227
東京都,NA,NA,あきる野市,NA,13228
東京都,NA,NA,西東京市,NA,13229
東京都,NA,西多摩郡,瑞穂町,NA,13303
東京都,NA,西多摩郡,日の出町,NA,13305
東京都,NA,西多摩郡,檜原村,NA,13307
東京都,NA,西多摩郡,奥多摩町,NA,13308
東京都,NA,NA,大島町,NA,13361
東京都,NA,NA,利島村,NA,13362
東京都,NA,NA,新島村,NA,13363
東京都,NA,NA,神津島村,NA,13364
東京都,NA,NA,三宅村,NA,13381
東京都,NA,NA,御蔵島村,NA,13382
東京都,NA,NA,八丈町,NA,13401
東京都,NA,NA,青ヶ島村,NA,13402
東京都,NA,NA,小笠原村,NA,13421
神奈川県,NA,NA,横浜市,鶴見区,14101
神奈川県,NA,NA,横浜市,神奈川区,14102
神奈川県,NA,NA,横浜市,西区,14103
神奈川県,NA,NA,横浜市,中区,14104
神奈川県,NA,NA,横浜市,南区,14105
神奈川県,NA,NA,横浜市,保土ケ谷区,14106
神奈川県,NA,NA,横浜市,磯子区,14107
神奈川県,NA,NA,横浜市,金沢区,14108
神奈川県,NA,NA,横浜市,港北区,14109
神奈川県,NA,NA,横浜市,戸塚区,14110
神奈川県,NA,NA,横浜市,港南区,14111
神奈川県,NA,NA,横浜市,旭区,14112
神奈川県,NA,NA,横浜市,緑区,14113
神奈川県,NA,NA,横浜市,瀬谷区,14114
神奈川県,NA,NA,横浜市,栄区,14115
神奈川県,NA,NA,横浜市,泉区,14116
神奈川県,NA,NA,横浜市,青葉区,14117
神奈川県,NA,NA,横浜市,都筑区,14118
神奈川県,NA,NA,川崎市,川崎区,14131
神奈川県,NA,NA,川崎市,幸区,14132
神奈川県,NA,NA,川崎市,中原区,14133
神奈川県,NA,NA,川崎市,高津区,14134
神奈川県,NA,NA,川崎市,多摩区,14135
神奈川県,NA,NA,川崎市,宮前区,14136
神奈川県,NA,NA,川崎市,麻生区,14137
神奈川県,NA,NA,相模原市,緑区,14151
神奈川県,NA,NA,相模原市,中央区,14152
神奈川県,NA,NA,相模原市,南区,14153
神奈川県,NA,NA,横須賀市,NA,14201
神奈川県,NA,NA,平塚市,NA,14203
神奈川県,NA,NA,鎌倉市,NA,14204
神奈川県,NA,NA,藤沢市,NA,14205
神奈川県,NA,NA,小田原市,NA,14206
神奈川県,NA,NA,茅ヶ崎市,NA,14207
神奈川県,NA,NA,逗子市,NA,14208
神奈川県,NA,NA,三浦市,NA,14210
神奈川県,NA,NA,秦野市,NA,14211
神奈川県,NA,NA,厚木市,NA,14212
神奈川県,NA,NA,大和市,NA,14213
神奈川県,NA,NA,伊勢原市,NA,14214
神奈川県,NA,NA,海老名市,NA,14215
神奈川県,NA,NA,座間市,NA,14216
神奈川県,NA,NA,南足柄市,NA,14217
神奈川県,NA,NA,綾瀬市,NA,14218
神奈川県,NA,三浦郡,葉山町,NA,14301
神奈川県,NA,高座郡,寒川町,NA,14321
神奈川県,NA,中郡,大磯町,NA,14341
神奈川県,NA,中郡,二宮町,NA,14342
神奈川県,NA,足柄上郡,中井町,NA,14361
神奈川県,NA,足柄上郡,大井町,NA,14362
神奈川県,NA,足柄上郡,松田町,NA,14363
神奈川県,NA,足柄上郡,山北町,NA,14364
神奈川県,NA,足柄上郡,開成町,NA,14366
神奈川県,NA,足柄下郡,箱根町,NA,14382
神奈川県,NA,足柄下郡,真鶴町,NA,14383
神奈川県,NA,足柄下郡,湯河原町,NA,14384
神奈川県,NA,愛甲郡,愛川町,NA,14401
神奈川県,NA,愛甲郡,清川村,NA,14402
新潟県,NA,NA,新潟市,北区,15101
新潟県,NA,NA,新潟市,東区,15102
新潟県,NA,NA,新潟市,中央区,15103
新潟県,NA,NA,新潟市,江南区,15104
新潟県,NA,NA,新潟市,秋葉区,15105
新潟県,NA,NA,新潟市,南区,15106
新潟県,NA,NA,新潟市,西区,15107
新潟県,NA,NA,新潟市,西蒲区,15108
新潟県,NA,NA,長岡市,NA,15202
新潟県,NA,NA,三条市,NA,15204
新潟県,NA,NA,柏崎市,NA,15205
新潟県,NA,NA,新発田市,NA,15206
新潟県,NA,NA,小千谷市,NA,15208
新潟県,NA,NA,加茂市,NA,15209
新潟県,NA,NA,十日町市,NA,15210
新潟県,NA,NA,見附市,NA,15211
新潟県,NA,NA,村上市,NA,15212
新潟県,NA,NA,燕市,NA,15213
新潟県,NA,NA,糸魚川市,NA,15216
新潟県,NA,NA,妙高市,NA,15217
新潟県,NA,NA,五泉市,NA,15218
新潟県,NA,NA,上越市,NA,15222
新潟県,NA,NA,阿賀野市,NA,15223
新潟県,NA,NA,佐渡市,NA,15224
新潟県,NA,NA,魚沼市,NA,15225
新潟県,NA,NA,南魚沼市,NA,15226
新潟県,NA,NA,胎内市,NA,15227
新潟県,NA,北蒲原郡,聖籠町,NA,15307
新潟県,NA,西蒲原郡,弥彦村,NA,15342
新潟県,NA,南蒲原郡,田上町,NA,15361
新潟県,NA,東蒲原郡,阿賀町,NA,15385
新潟県,NA,三島郡,出雲崎町,NA,15405
新潟県,NA,南魚沼郡,湯沢町,NA,15461
新潟県,NA,中魚沼郡,津南町,NA,15482
新潟県,NA,刈羽郡,刈羽村,NA,15504
新潟県,NA,岩船郡,関川村,NA,15581
新潟県,NA,岩船郡,粟島浦村,NA,15586
富山県,NA,NA,富山市,NA,16201
富山県,NA,NA,高岡市,NA,16202
富山県,NA,NA,魚津市,NA,16204
富山県,NA,NA,氷見市,NA,16205
富山県,NA,NA,滑川市,NA,16206
富山県,NA,NA,黒部市,NA,16207
富山県,NA,NA,砺波市,NA,16208
富山県,NA,NA,小矢部市,NA,16209
富山県,NA,NA,南砺市,NA,16210
富山県,NA,NA,射水市,NA,16211
富山県,NA,中新川郡,舟橋村,NA,16321
富山県,NA,中新川郡,上市町,NA,16322
富山県,NA,中新川郡,立山町,NA,16323
富山県,NA,下新川郡,入善町,NA,16342
富山県,NA,下新川郡,朝日町,NA,16343
石川県,NA,NA,金沢市,NA,17201
石川県,NA,NA,七尾市,NA,17202
石川県,NA,NA,小松市,NA,17203
石川県,NA,NA,輪島市,NA,17204
石川県,NA,NA,珠洲市,NA,17205
石川県,NA,NA,加賀市,NA,17206
石川県,NA,NA,羽咋市,NA,17207
石川県,NA,NA,かほく市,NA,17209
石川県,NA,NA,白山市,NA,17210
石川県,NA,NA,能美市,NA,17211
石川県,NA,NA,野々市市,NA,17212
石川県,NA,能美郡,川北町,NA,17324
石川県,NA,河北郡,津幡町,NA,17361
石川県,NA,河北郡,内灘町,NA,17365
石川県,NA,羽咋郡,志賀町,NA,17384
石川県,NA,羽咋郡,宝達志水町,NA,17386
石川県,NA,鹿島郡,中能登町,NA,17407
石川県,NA,鳳珠郡,穴水町,NA,17461
石川県,NA,鳳珠郡,能登町,NA,17463
福井県,NA,NA,福井市,NA,18201
福井県,NA,NA,敦賀市,NA,18202
福井県,NA,NA,小浜市,NA,18204
福井県,NA,NA,大野市,NA,18205
福井県,NA,NA,勝山市,NA,18206
福井県,NA,NA,鯖江市,NA,18207
福井県,NA,NA,あわら市,NA,18208
福井県,NA,NA,越前市,NA,18209
福井県,NA,NA,坂井市,NA,18210
福井県,NA,吉田郡,永平寺町,NA,18322
福井県,NA,今立郡,池田町,NA,18382
福井県,NA,南条郡,南越前町,NA,18404
福井県,NA,丹生郡,越前町,NA,18423
福井県,NA,三方郡,美浜町,NA,18442
福井県,NA,大飯郡,高浜町,NA,18481
福井県,NA,大飯郡,おおい町,NA,18483
福井県,NA,三方上中郡,若狭町,NA,18501
山梨県,NA,NA,甲府市,NA,19201
山梨県,NA,NA,富士吉田市,NA,19202
山梨県,NA,NA,都留市,NA,19204
山梨県,NA,NA,山梨市,NA,19205
山梨県,NA,NA,大月市,NA,19206
山梨県,NA,NA,韮崎市,NA,19207
山梨県,NA,NA,南アルプス市,NA,19208
山梨県,NA,NA,北杜市,NA,19209
山梨県,NA,NA,甲斐市,NA,19210
山梨県,NA,NA,笛吹市,NA,19211
山梨県,NA,NA,上野原市,NA,19212
山梨県,NA,NA,甲州市,NA,19213
山梨県,NA,NA,中央市,NA,19214
山梨県,NA,西八代郡,市川三郷町,NA,19346
山梨県,NA,南巨摩郡,早川町,NA,19364
山梨県,NA,南巨摩郡,身延町,NA,19365
山梨県,NA,南巨摩郡,南部町,NA,19366
山梨県,NA,南巨摩郡,富士川町,NA,19368
山梨県,NA,中巨摩郡,昭和町,NA,19384
山梨県,NA,南都留郡,道志村,NA,19422
山梨県,NA,南都留郡,西桂町,NA,19423
山梨県,NA,南都留郡,忍野村,NA,19424
山梨県,NA,南都留郡,山中湖村,NA,19425
山梨県,NA,南都留郡,鳴沢村,NA,19429
山梨県,NA,南都留郡,富士河口湖町,NA,19430
山梨県,NA,北都留郡,小菅村,NA,19442
山梨県,NA,北都留郡,丹波山村,NA,19443
長野県,NA,NA,長野市,NA,20201
長野県,NA,NA,松本市,NA,20202
長野県,NA,NA,上田市,NA,20203
長野県,NA,NA,岡谷市,NA,20204
長野県,NA,NA,飯田市,NA,20205
長野県,NA,NA,諏訪市,NA,20206
長野県,NA,NA,須坂市,NA,20207
長野県,NA,NA,小諸市,NA,20208
長野県,NA,NA,伊那市,NA,20209
長野県,NA,NA,駒ヶ根市,NA,20210
長野県,NA,NA,中野市,NA,20211
長野県,NA,NA,大町市,NA,20212
長野県,NA,NA,飯山市,NA,20213
長野県,NA,NA,茅野市,NA,20214
長野県,NA,NA,塩尻市,NA,20215
長野県,NA,NA,佐久市,NA,20217
長野県,NA,NA,千曲市,NA,20218
長野県,NA,NA,東御市,NA,20219
長野県,NA,NA,安曇野市,NA,20220
長野県,NA,南佐久郡,小海町,NA,20303
長野県,NA,南佐久郡,川上村,NA,20304
長野県,NA,南佐久郡,南牧村,NA,20305
長野県,NA,南佐久郡,南相木村,NA,20306
長野県,NA,南佐久郡,北相木村,NA,20307
長野県,NA,南佐久郡,佐久穂町,NA,20309
長野県,NA,北佐久郡,軽井沢町,NA,20321
長野県,NA,北佐久郡,御代田町,NA,20323
長野県,NA,北佐久郡,立科町,NA,20324
長野県,NA,小県郡,青木村,NA,20349
長野県,NA,小県郡,長和町,NA,20350
長野県,NA,諏訪郡,下諏訪町,NA,20361
長野県,NA,諏訪郡,富士見町,NA,20362
長野県,NA,諏訪郡,原村,NA,20363
長野県,NA,上伊那郡,辰野町,NA,20382
